kategori,input_user,prep_input,prep_stopword
about_Amlodipine,berikan penjelasan mengenai Amlodipine,"['ikan', 'jelas', 'kena', 'amlodipine']","['ikan', 'jelas', 'kena', 'amlodipine']"
about_Amlodipine,menurut tensibot Amlodipine itu apa sih,"['turut', 'tensibot', 'amlodipine', 'itu', 'apa', 'sih']","['turut', 'tensibot', 'amlodipine', 'apa', 'sih']"
about_Amlodipine,Amlodipine itu apa,"['amlodipine', 'itu', 'apa']","['amlodipine', 'apa']"
about_Amlodipine,coba tensibot jelaskan mengenai Amlodipine,"['coba', 'tensibot', 'jelas', 'kena', 'amlodipine']","['coba', 'tensibot', 'jelas', 'kena', 'amlodipine']"
about_Amlodipine,Amlodipine adalah,"['amlodipine', 'adalah']",['amlodipine']
about_Amlodipine,saya mau tahu tentang obat Amlodipine,"['saya', 'mau', 'tahu', 'tentang', 'obat', 'amlodipine']","['mau', 'tahu', 'obat', 'amlodipine']"
about_Amlodipine,aku tidak tahu apa itu Amlodipine coba dijelaskan,"['aku', 'tidak', 'tahu', 'apa', 'itu', 'amlodipine', 'coba', 'jelas']","['aku', 'tahu', 'apa', 'amlodipine', 'coba', 'jelas']"
about_Amlodipine,masih bingun apa itu Amlodipine,"['masih', 'bingun', 'apa', 'itu', 'amlodipine']","['bingun', 'apa', 'amlodipine']"
about_Amlodipine,Apa itu Amlodipine dan bagaimana cara kerjanya,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'cara', 'kerja']","['apa', 'amlodipine', 'bagaimana', 'cara', 'kerja']"
about_Amlodipine,Bisakah kamu menjelaskan tentang Amlodipine secara detail,"['bisa', 'kamu', 'jelas', 'tentang', 'amlodipine', 'cara', 'detail']","['kamu', 'jelas', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,Apa yang dimaksud dengan Amlodipine,"['apa', 'yang', 'maksud', 'dengan', 'amlodipine']","['apa', 'maksud', 'amlodipine']"
about_Amlodipine,Saya tidak tahu apa itu Amlodipine bisakah kamu menjelaskannya,"['saya', 'tidak', 'tahu', 'apa', 'itu', 'amlodipine', 'bisa', 'kamu', 'jelas']","['tidak', 'tahu', 'apa', 'amlodipine', 'kamu', 'jelas']"
about_Amlodipine,Tensibot tolong jelaskan apa itu Amlodipine,"['tensibot', 'tolong', 'jelas', 'apa', 'itu', 'amlodipine']","['tensibot', 'jelas', 'apa', 'amlodipine']"
about_Amlodipine,Aku ingin tahu apa itu obat Amlodipine,"['aku', 'ingin', 'tahu', 'apa', 'itu', 'obat', 'amlodipine']","['aku', 'tahu', 'apa', 'obat', 'amlodipine']"
about_Amlodipine,Bisakah kamu memberikan penjelasan mengenai Amlodipine,"['bisa', 'kamu', 'beri', 'jelas', 'kena', 'amlodipine']","['kamu', 'beri', 'jelas', 'kena', 'amlodipine']"
about_Amlodipine,Menurut pendapatmu apa itu Amlodipine,"['turut', 'dapat', 'apa', 'itu', 'amlodipine']","['turut', 'apa', 'amlodipine']"
about_Amlodipine,Apa definisi Amlodipine,"['apa', 'definisi', 'amlodipine']","['apa', 'definisi', 'amlodipine']"
about_Amlodipine,Apa yang bisa kamu sampaikan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'tentang', 'amlodipine']"
about_Amlodipine,Coba jelaskan mengenai Amlodipine Tensibot,"['coba', 'jelas', 'kena', 'amlodipine', 'tensibot']","['coba', 'jelas', 'kena', 'amlodipine', 'tensibot']"
about_Amlodipine,Amlodipine adalah obat yang digunakan untuk mengobati apa,"['amlodipine', 'adalah', 'obat', 'yang', 'guna', 'untuk', 'obat', 'apa']","['amlodipine', 'obat', 'guna', 'obat', 'apa']"
about_Amlodipine,Saya ingin mengetahui lebih banyak tentang obat Amlodipine,"['saya', 'ingin', 'tahu', 'lebih', 'banyak', 'tentang', 'obat', 'amlodipine']","['ingin', 'tahu', 'lebih', 'banyak', 'obat', 'amlodipine']"
about_Amlodipine,Aku tidak tahu apa itu Amlodipine bisakah kamu memberikan penjelasan,"['aku', 'tidak', 'tahu', 'apa', 'itu', 'amlodipine', 'bisa', 'kamu', 'beri', 'jelas']","['aku', 'tahu', 'apa', 'amlodipine', 'kamu', 'beri', 'jelas']"
about_Amlodipine,Masih bingung dengan konsep Amlodipine bisakah kamu menjelaskannya,"['masih', 'bingung', 'dengan', 'konsep', 'amlodipine', 'bisa', 'kamu', 'jelas']","['bingung', 'konsep', 'amlodipine', 'kamu', 'jelas']"
about_Amlodipine,Apa yang perlu diketahui tentang Amlodipine,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'amlodipine']","['apa', 'perlu', 'tahu', 'amlodipine']"
about_Amlodipine,Jelaskan apa itu Amlodipine dan bagaimana cara kerjanya,"['jelas', 'apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'cara', 'kerja']","['jelas', 'apa', 'amlodipine', 'bagaimana', 'cara', 'kerja']"
about_Amlodipine,Amlodipine itu apa dan apa manfaatnya,"['amlodipine', 'itu', 'apa', 'dan', 'apa', 'manfaat']","['amlodipine', 'apa', 'apa', 'manfaat']"
about_Amlodipine,Apa yang bisa kamu sampaikan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'tentang', 'amlodipine']"
about_Amlodipine,Tolong berikan penjelasan tentang Amlodipine,"['tolong', 'ikan', 'jelas', 'tentang', 'amlodipine']","['ikan', 'jelas', 'amlodipine']"
about_Amlodipine,Apa yang bisa kamu katakan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'kata', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'kata', 'amlodipine']"
about_Amlodipine,Jelaskanlah mengenai Amlodipine secara detail,"['jelas', 'kena', 'amlodipine', 'cara', 'detail']","['jelas', 'kena', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,Apa itu Amlodipine dan bagaimana ia bekerja dalam tubuh,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'ia', 'kerja', 'dalam', 'tubuh']","['apa', 'amlodipine', 'bagaimana', 'kerja', 'tubuh']"
about_Amlodipine,Apa yang bisa kamu ceritakan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'cerita', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'cerita', 'amlodipine']"
about_Amlodipine,Apa itu Amlodipine dan apa kegunaannya,"['apa', 'itu', 'amlodipine', 'dan', 'apa', 'guna']","['apa', 'amlodipine', 'apa']"
about_Amlodipine,Saya ingin tahu definisi Amlodipine,"['saya', 'ingin', 'tahu', 'definisi', 'amlodipine']","['ingin', 'tahu', 'definisi', 'amlodipine']"
about_Amlodipine,Tensibot apa pengertian Amlodipine,"['tensibot', 'apa', 'erti', 'amlodipine']","['tensibot', 'apa', 'erti', 'amlodipine']"
about_Amlodipine,Berikan penjelasan tentang Amlodipine tolong,"['ikan', 'jelas', 'tentang', 'amlodipine', 'tolong']","['ikan', 'jelas', 'amlodipine']"
about_Amlodipine,Apa yang bisa kamu sampaikan tentang obat Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'obat', 'amlodipine']","['apa', 'bisa', 'kamu', 'tentang', 'obat', 'amlodipine']"
about_Amlodipine,Saya masih bingung dengan Amlodipine bisa dijelaskan,"['saya', 'masih', 'bingung', 'dengan', 'amlodipine', 'bisa', 'jelas']","['masih', 'bingung', 'amlodipine', 'jelas']"
about_Amlodipine,Apa itu Amlodipine dan bagaimana cara kerjanya,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'cara', 'kerja']","['apa', 'amlodipine', 'bagaimana', 'cara', 'kerja']"
about_Amlodipine,Jelaskan tentang Amlodipine secara rinci tolong,"['jelas', 'tentang', 'amlodipine', 'cara', 'rinci', 'tolong']","['jelas', 'amlodipine', 'cara', 'rinci']"
about_Amlodipine,Amlodipine itu apa dan apa manfaatnya,"['amlodipine', 'itu', 'apa', 'dan', 'apa', 'manfaat']","['amlodipine', 'apa', 'apa', 'manfaat']"
about_Amlodipine,Apa yang bisa kamu sampaikan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'tentang', 'amlodipine']"
about_Amlodipine,Tolong berikan penjelasan tentang Amlodipine,"['tolong', 'ikan', 'jelas', 'tentang', 'amlodipine']","['ikan', 'jelas', 'amlodipine']"
about_Amlodipine,Apa yang bisa kamu ceritakan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'cerita', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'cerita', 'amlodipine']"
about_Amlodipine,Jelaskanlah mengenai Amlodipine secara detail,"['jelas', 'kena', 'amlodipine', 'cara', 'detail']","['jelas', 'kena', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,Apa itu Amlodipine dan bagaimana ia bekerja dalam tubuh,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'ia', 'kerja', 'dalam', 'tubuh']","['apa', 'amlodipine', 'bagaimana', 'kerja', 'tubuh']"
about_Amlodipine,Apa yang bisa kamu katakan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'kata', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'kata', 'amlodipine']"
about_Amlodipine,Apa itu Amlodipine dan apa kegunaannya,"['apa', 'itu', 'amlodipine', 'dan', 'apa', 'guna']","['apa', 'amlodipine', 'apa']"
about_Amlodipine,Saya ingin tahu definisi Amlodipine,"['saya', 'ingin', 'tahu', 'definisi', 'amlodipine']","['ingin', 'tahu', 'definisi', 'amlodipine']"
about_Amlodipine,Tensibot apa pengertian Amlodipine,"['tensibot', 'apa', 'erti', 'amlodipine']","['tensibot', 'apa', 'erti', 'amlodipine']"
about_Amlodipine,Berikan penjelasan tentang Amlodipine tolong,"['ikan', 'jelas', 'tentang', 'amlodipine', 'tolong']","['ikan', 'jelas', 'amlodipine']"
about_Amlodipine,Apa yang bisa kamu sampaikan tentang obat Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'obat', 'amlodipine']","['apa', 'bisa', 'kamu', 'tentang', 'obat', 'amlodipine']"
about_Amlodipine,Saya masih bingung dengan Amlodipine bisa dijelaskan,"['saya', 'masih', 'bingung', 'dengan', 'amlodipine', 'bisa', 'jelas']","['masih', 'bingung', 'amlodipine', 'jelas']"
about_Amlodipine,Apa yang harus diketahui tentang Amlodipine,"['apa', 'yang', 'harus', 'tahu', 'tentang', 'amlodipine']","['apa', 'harus', 'tahu', 'amlodipine']"
about_Amlodipine,Jelaskan apa itu Amlodipine dan cara kerjanya,"['jelas', 'apa', 'itu', 'amlodipine', 'dan', 'cara', 'kerja']","['jelas', 'apa', 'amlodipine', 'cara', 'kerja']"
about_Amlodipine,Amlodipine itu apa dan apa manfaatnya,"['amlodipine', 'itu', 'apa', 'dan', 'apa', 'manfaat']","['amlodipine', 'apa', 'apa', 'manfaat']"
about_Amlodipine,Apa yang bisa kamu sampaikan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'tentang', 'amlodipine']"
about_Amlodipine,Tolong berikan penjelasan tentang Amlodipine,"['tolong', 'ikan', 'jelas', 'tentang', 'amlodipine']","['ikan', 'jelas', 'amlodipine']"
about_Amlodipine,Apa yang bisa kamu ceritakan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'cerita', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'cerita', 'amlodipine']"
about_Amlodipine,Jelaskanlah mengenai Amlodipine secara detail,"['jelas', 'kena', 'amlodipine', 'cara', 'detail']","['jelas', 'kena', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,Apa itu Amlodipine dan bagaimana ia bekerja dalam tubuh,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'ia', 'kerja', 'dalam', 'tubuh']","['apa', 'amlodipine', 'bagaimana', 'kerja', 'tubuh']"
about_Amlodipine,Apa yang bisa kamu katakan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'kata', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'kata', 'amlodipine']"
about_Amlodipine,Apa itu Amlodipine dan apa kegunaannya,"['apa', 'itu', 'amlodipine', 'dan', 'apa', 'guna']","['apa', 'amlodipine', 'apa']"
about_Amlodipine,Saya ingin tahu definisi Amlodipine,"['saya', 'ingin', 'tahu', 'definisi', 'amlodipine']","['ingin', 'tahu', 'definisi', 'amlodipine']"
about_Amlodipine,Tensibot apa pengertian Amlodipine,"['tensibot', 'apa', 'erti', 'amlodipine']","['tensibot', 'apa', 'erti', 'amlodipine']"
about_Amlodipine,Berikan penjelasan tentang Amlodipine tolong,"['ikan', 'jelas', 'tentang', 'amlodipine', 'tolong']","['ikan', 'jelas', 'amlodipine']"
about_Amlodipine,Apa yang bisa kamu sampaikan tentang obat Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'obat', 'amlodipine']","['apa', 'bisa', 'kamu', 'tentang', 'obat', 'amlodipine']"
about_Amlodipine,Saya masih bingung dengan Amlodipine bisa dijelaskan,"['saya', 'masih', 'bingung', 'dengan', 'amlodipine', 'bisa', 'jelas']","['masih', 'bingung', 'amlodipine', 'jelas']"
about_Amlodipine,Apa itu Amlodipine dan bagaimana cara kerjanya,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'cara', 'kerja']","['apa', 'amlodipine', 'bagaimana', 'cara', 'kerja']"
about_Amlodipine,Jelaskan tentang Amlodipine secara rinci tolong,"['jelas', 'tentang', 'amlodipine', 'cara', 'rinci', 'tolong']","['jelas', 'amlodipine', 'cara', 'rinci']"
about_Amlodipine,Amlodipine itu apa dan apa manfaatnya,"['amlodipine', 'itu', 'apa', 'dan', 'apa', 'manfaat']","['amlodipine', 'apa', 'apa', 'manfaat']"
about_Amlodipine,Apa yang bisa kamu sampaikan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'tentang', 'amlodipine']"
about_Amlodipine,Tolong berikan penjelasan tentang Amlodipine,"['tolong', 'ikan', 'jelas', 'tentang', 'amlodipine']","['ikan', 'jelas', 'amlodipine']"
about_Amlodipine,Apa yang bisa kamu ceritakan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'cerita', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'cerita', 'amlodipine']"
about_Amlodipine,Jelaskanlah mengenai Amlodipine secara detail,"['jelas', 'kena', 'amlodipine', 'cara', 'detail']","['jelas', 'kena', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,Apa itu Amlodipine dan bagaimana ia bekerja dalam tubuh,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'ia', 'kerja', 'dalam', 'tubuh']","['apa', 'amlodipine', 'bagaimana', 'kerja', 'tubuh']"
about_Amlodipine,Apa yang bisa kamu katakan tentang Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'kata', 'tentang', 'amlodipine']","['apa', 'bisa', 'kamu', 'kata', 'amlodipine']"
about_Amlodipine,Apa itu Amlodipine dan apa kegunaannya,"['apa', 'itu', 'amlodipine', 'dan', 'apa', 'guna']","['apa', 'amlodipine', 'apa']"
about_Amlodipine,yang harus dilakukan sebelum mengkonsumsi amlodipine,"['yang', 'harus', 'laku', 'belum', 'konsumsi', 'amlodipine']","['harus', 'laku', 'konsumsi', 'amlodipine']"
about_Amlodipine,sebelum minum obat amlodipine,"['belum', 'minum', 'obat', 'amlodipine']","['minum', 'obat', 'amlodipine']"
about_Amlodipine,kegiatan yang dilakukan sebelum mengkonsumsi amlodipine,"['giat', 'yang', 'laku', 'belum', 'konsumsi', 'amlodipine']","['giat', 'laku', 'konsumsi', 'amlodipine']"
about_Amlodipine,aktifitas yang dilakukan sebelum mengkonsumsi amlodipine,"['aktifitas', 'yang', 'laku', 'belum', 'konsumsi', 'amlodipine']","['aktifitas', 'laku', 'konsumsi', 'amlodipine']"
about_Amlodipine,kegiatan yang dihindari sebelum mengkonsumsi amlodipine,"['giat', 'yang', 'hindar', 'belum', 'konsumsi', 'amlodipine']","['giat', 'hindar', 'konsumsi', 'amlodipine']"
about_Amlodipine,berikan penjelasan mengenai pantangan yang ada saat mengkonsumsi amlodipine,"['ikan', 'jelas', 'kena', 'pantang', 'yang', 'ada', 'saat', 'konsumsi', 'amlodipine']","['ikan', 'jelas', 'kena', 'pantang', 'ada', 'konsumsi', 'amlodipine']"
about_Amlodipine,pantangan saat mengkonsumsi amlodipine,"['pantang', 'saat', 'konsumsi', 'amlodipine']","['pantang', 'konsumsi', 'amlodipine']"
about_Amlodipine,yang harus dihindari saat ingin mengkonsumsi amlodipine,"['yang', 'harus', 'hindar', 'saat', 'ingin', 'konsumsi', 'amlodipine']","['harus', 'hindar', 'ingin', 'konsumsi', 'amlodipine']"
about_Amlodipine,yang tidak boleh dilakukan sebelum meminum amlodipine,"['yang', 'tidak', 'boleh', 'laku', 'belum', 'minum', 'amlodipine']","['tidak', 'laku', 'minum', 'amlodipine']"
about_Amlodipine,kamu tahu tidak pantangan sebelum mengkonsumsi amlodipine,"['kamu', 'tahu', 'tidak', 'pantang', 'belum', 'konsumsi', 'amlodipine']","['kamu', 'tahu', 'pantang', 'konsumsi', 'amlodipine']"
about_Amlodipine,apa iya yang harus dihindari saat ingin mengkonsumsi amlodipine,"['apa', 'iya', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'konsumsi', 'amlodipine']","['apa', 'iya', 'harus', 'hindar', 'ingin', 'konsumsi', 'amlodipine']"
about_Amlodipine,bingung apa iya yang harus dihindari sebelum mengkonsumsi amlodipine,"['bingung', 'apa', 'iya', 'yang', 'harus', 'hindar', 'belum', 'konsumsi', 'amlodipine']","['bingung', 'apa', 'iya', 'harus', 'hindar', 'konsumsi', 'amlodipine']"
about_Amlodipine,tensibot coba sebutin pantangan saat mengkonsumsi amlodipine,"['tensibot', 'coba', 'sebutin', 'pantang', 'saat', 'konsumsi', 'amlodipine']","['tensibot', 'coba', 'sebutin', 'pantang', 'konsumsi', 'amlodipine']"
about_Amlodipine,sebutin dong yang harus dihindari saat ingin minum obat Amlodipine,"['sebutin', 'dong', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'minum', 'obat', 'amlodipine']","['sebutin', 'dong', 'harus', 'hindar', 'ingin', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,Apa yang perlu dilakukan sebelum mengkonsumsi amlodipine,"['apa', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'amlodipine']","['apa', 'perlu', 'laku', 'konsumsi', 'amlodipine']"
about_Amlodipine,Sebelum minum obat amlodipine apa yang harus dilakukan,"['belum', 'minum', 'obat', 'amlodipine', 'apa', 'yang', 'harus', 'laku']","['minum', 'obat', 'amlodipine', 'apa', 'harus', 'laku']"
about_Amlodipine,Aktivitas apa yang perlu dilakukan sebelum mengonsumsi amlodipine,"['aktivitas', 'apa', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'amlodipine']","['aktivitas', 'apa', 'perlu', 'laku', 'konsumsi', 'amlodipine']"
about_Amlodipine,Apa yang harus dilakukan sebelum mengkonsumsi amlodipine,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'amlodipine']","['apa', 'harus', 'laku', 'konsumsi', 'amlodipine']"
about_Amlodipine,Kegiatan apa yang sebaiknya dilakukan sebelum mengonsumsi amlodipine,"['giat', 'apa', 'yang', 'baik', 'laku', 'belum', 'konsumsi', 'amlodipine']","['giat', 'apa', 'baik', 'laku', 'konsumsi', 'amlodipine']"
about_Amlodipine,Jelaskan larangan atau pantangan yang harus diikuti saat mengonsumsi amlodipine,"['jelas', 'larang', 'atau', 'pantang', 'yang', 'harus', 'ikut', 'saat', 'konsumsi', 'amlodipine']","['jelas', 'larang', 'pantang', 'harus', 'ikut', 'konsumsi', 'amlodipine']"
about_Amlodipine,Apa saja pantangan yang perlu diikuti ketika menggunakan amlodipine,"['apa', 'saja', 'pantang', 'yang', 'perlu', 'ikut', 'ketika', 'guna', 'amlodipine']","['apa', 'pantang', 'perlu', 'ikut', 'guna', 'amlodipine']"
about_Amlodipine,Sebutkan larangan yang harus dihindari saat mengkonsumsi amlodipine,"['sebut', 'larang', 'yang', 'harus', 'hindar', 'saat', 'konsumsi', 'amlodipine']","['sebut', 'larang', 'harus', 'hindar', 'konsumsi', 'amlodipine']"
about_Amlodipine,Apa yang tidak boleh dilakukan sebelum meminum amlodipine,"['apa', 'yang', 'tidak', 'boleh', 'laku', 'belum', 'minum', 'amlodipine']","['apa', 'tidak', 'laku', 'minum', 'amlodipine']"
about_Amlodipine,Apakah kamu tahu pantanganpantangan saat mengonsumsi amlodipine,"['apakah', 'kamu', 'tahu', 'pantanganpantangan', 'saat', 'konsumsi', 'amlodipine']","['kamu', 'tahu', 'pantanganpantangan', 'konsumsi', 'amlodipine']"
about_Amlodipine,Ada yang harus dihindari saat ingin mengonsumsi amlodipine,"['ada', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'konsumsi', 'amlodipine']","['yang', 'hindar', 'ingin', 'konsumsi', 'amlodipine']"
about_Amlodipine,Saya bingung apa yang sebaiknya dihindari sebelum menggunakan amlodipine,"['saya', 'bingung', 'apa', 'yang', 'baik', 'hindar', 'belum', 'guna', 'amlodipine']","['bingung', 'apa', 'baik', 'hindar', 'guna', 'amlodipine']"
about_Amlodipine,Tensibot tolong sebutkan pantanganpantangan saat mengonsumsi amlodipine,"['tensibot', 'tolong', 'sebut', 'pantanganpantangan', 'saat', 'konsumsi', 'amlodipine']","['tensibot', 'sebut', 'pantanganpantangan', 'konsumsi', 'amlodipine']"
about_Amlodipine,Apa yang perlu dihindari saat ingin minum obat amlodipine,"['apa', 'yang', 'perlu', 'hindar', 'saat', 'ingin', 'minum', 'obat', 'amlodipine']","['apa', 'perlu', 'hindar', 'ingin', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,Apakah ada larangan yang harus diperhatikan sebelum mengonsumsi amlodipine,"['apakah', 'ada', 'larang', 'yang', 'harus', 'perhati', 'belum', 'konsumsi', 'amlodipine']","['ada', 'larang', 'harus', 'perhati', 'konsumsi', 'amlodipine']"
about_Amlodipine,Sebutkan tindakan yang sebaiknya diambil sebelum menggunakan amlodipine,"['sebut', 'tindak', 'yang', 'baik', 'ambil', 'belum', 'guna', 'amlodipine']","['sebut', 'tindak', 'baik', 'ambil', 'guna', 'amlodipine']"
about_Amlodipine,Apa saja yang harus diperhatikan sebelum minum obat amlodipine,"['apa', 'saja', 'yang', 'harus', 'perhati', 'belum', 'minum', 'obat', 'amlodipine']","['apa', 'yang', 'perhati', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,Aktivitas apa yang harus dihindari sebelum mengonsumsi amlodipine,"['aktivitas', 'apa', 'yang', 'harus', 'hindar', 'belum', 'konsumsi', 'amlodipine']","['aktivitas', 'apa', 'harus', 'hindar', 'konsumsi', 'amlodipine']"
about_Amlodipine,Pantangan apa yang perlu diikuti saat menggunakan amlodipine,"['pantang', 'apa', 'yang', 'perlu', 'ikut', 'saat', 'guna', 'amlodipine']","['pantang', 'apa', 'perlu', 'ikut', 'guna', 'amlodipine']"
about_Amlodipine,Saya belum tahu apa yang harus dihindari saat ingin mengonsumsi amlodipine,"['saya', 'belum', 'tahu', 'apa', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'konsumsi', 'amlodipine']","['belum', 'tahu', 'apa', 'harus', 'hindar', 'ingin', 'konsumsi', 'amlodipine']"
about_Amlodipine,Apakah kamu mengetahui pantanganpantangan sebelum mengonsumsi amlodipine,"['apakah', 'kamu', 'tahu', 'pantanganpantangan', 'belum', 'konsumsi', 'amlodipine']","['kamu', 'tahu', 'pantanganpantangan', 'konsumsi', 'amlodipine']"
about_Amlodipine,Apa yang perlu dihindari sebelum menggunakan amlodipine,"['apa', 'yang', 'perlu', 'hindar', 'belum', 'guna', 'amlodipine']","['apa', 'perlu', 'hindar', 'guna', 'amlodipine']"
about_Amlodipine,Tolong sebutkan pantanganpantangan saat mengonsumsi amlodipine,"['tolong', 'sebut', 'pantanganpantangan', 'saat', 'konsumsi', 'amlodipine']","['sebut', 'pantanganpantangan', 'konsumsi', 'amlodipine']"
about_Amlodipine,Ada yang tidak boleh dilakukan sebelum minum amlodipine,"['ada', 'yang', 'tidak', 'boleh', 'laku', 'belum', 'minum', 'amlodipine']","['yang', 'boleh', 'laku', 'minum', 'amlodipine']"
about_Amlodipine,Apakah kamu tahu pantangan yang harus diikuti sebelum mengkonsumsi amlodipine,"['apakah', 'kamu', 'tahu', 'pantang', 'yang', 'harus', 'ikut', 'belum', 'konsumsi', 'amlodipine']","['kamu', 'tahu', 'pantang', 'harus', 'ikut', 'konsumsi', 'amlodipine']"
about_Amlodipine,Apa yang harus dihindari sebelum mengonsumsi amlodipine,"['apa', 'yang', 'harus', 'hindar', 'belum', 'konsumsi', 'amlodipine']","['apa', 'harus', 'hindar', 'konsumsi', 'amlodipine']"
about_Amlodipine,Sebutkanlah pantangan yang perlu diperhatikan saat menggunakan amlodipine,"['sebut', 'pantang', 'yang', 'perlu', 'perhati', 'saat', 'guna', 'amlodipine']","['sebut', 'pantang', 'perlu', 'perhati', 'guna', 'amlodipine']"
about_Amlodipine,Saya bingung apa yang tidak boleh dilakukan sebelum mengonsumsi amlodipine,"['saya', 'bingung', 'apa', 'yang', 'tidak', 'boleh', 'laku', 'belum', 'konsumsi', 'amlodipine']","['bingung', 'apa', 'tidak', 'laku', 'konsumsi', 'amlodipine']"
about_Amlodipine,Tensibot berikan penjelasan mengenai tindakan yang sebaiknya dihindari saat mengonsumsi amlodipine,"['tensibot', 'ikan', 'jelas', 'kena', 'tindak', 'yang', 'baik', 'hindar', 'saat', 'konsumsi', 'amlodipine']","['tensibot', 'ikan', 'jelas', 'kena', 'tindak', 'baik', 'hindar', 'konsumsi', 'amlodipine']"
about_Amlodipine,Apakah ada pantangan yang harus diperhatikan sebelum menggunakan amlodipine,"['apakah', 'ada', 'pantang', 'yang', 'harus', 'perhati', 'belum', 'guna', 'amlodipine']","['ada', 'pantang', 'harus', 'perhati', 'guna', 'amlodipine']"
about_Amlodipine,Apa yang harus dilakukan sebelum minum obat amlodipine,"['apa', 'yang', 'harus', 'laku', 'belum', 'minum', 'obat', 'amlodipine']","['apa', 'harus', 'laku', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,Sebelum mengkonsumsi amlodipine apa yang sebaiknya dilakukan,"['belum', 'konsumsi', 'amlodipine', 'apa', 'yang', 'baik', 'laku']","['konsumsi', 'amlodipine', 'apa', 'baik', 'laku']"
about_Amlodipine,Kegiatan apa yang harus dilakukan sebelum menggunakan amlodipine,"['giat', 'apa', 'yang', 'harus', 'laku', 'belum', 'guna', 'amlodipine']","['giat', 'apa', 'harus', 'laku', 'guna', 'amlodipine']"
about_Amlodipine,Aktivitas apa yang harus dilakukan sebelum mengonsumsi amlodipine,"['aktivitas', 'apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'amlodipine']","['aktivitas', 'apa', 'harus', 'laku', 'konsumsi', 'amlodipine']"
about_Amlodipine,Jelaskan pantangan yang harus dipatuhi saat mengonsumsi amlodipine,"['jelas', 'pantang', 'yang', 'harus', 'patuh', 'saat', 'konsumsi', 'amlodipine']","['jelas', 'pantang', 'harus', 'patuh', 'konsumsi', 'amlodipine']"
